id,url,header,address,area,rooms,bathrooms,garages,amenities,price,condo,crawler,crawled_at
2535164685,https://www.vivareal.com.br/imovel/apartamento-2-quartos-palmeiras-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-72m2-aluguel-RS1300-id-2535164685/,"Apartamento com 2 Quartos para Aluguel, 72m²","Rua Raimundo Barbosa Nogueira, 321 - Palmeiras de São José, São José dos Campos - SP",72,2 Quartos,2 Banheiros,1 Vaga,"Elevador
Condomínio fechado
Espaço gourmet
Playground
Salão de jogos
...",R$ 1.300 /mês,R$ 320,São José dos Campos,2021-10-30 14:34
2537801599,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-150m2-aluguel-RS5500-id-2537801599/,"Apartamento com 4 Quartos para Aluguel, 150m²","Rua das Carpas, 70 - Parque Residencial Aquarius, São José dos Campos - SP",150,4 Quartos,4 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Academia
Aceita animais
...",R$ 5.500 /mês,R$ 914,São José dos Campos,2021-10-30 14:34
2530440590,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS2200-id-2530440590/,"Apartamento com 2 Quartos para Aluguel, 78m²","Avenida São João, 221 - Jardim Esplanada, São José dos Campos - SP",78,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Elevador
Aceita animais
Varanda gourmet
Salão de festas
...",R$ 2.200 /mês,R$ 597,São José dos Campos,2021-10-30 14:34
2531369085,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2531369085/,"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Ruivo, 113 - Parque Residencial Aquarius, São José dos Campos - SP",75,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Condomínio fechado
Espaço gourmet
Ar-condicionado
...",R$ 2.300 /mês,,São José dos Campos,2021-10-30 14:34
2538232877,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-118m2-aluguel-RS4500-id-2538232877/,"Apartamento com 4 Quartos para Aluguel, 118m²","Rua Laurent Martins, 479 - Jardim Esplanada, São José dos Campos - SP",118,4 Quartos,2 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...",R$ 4.500 /mês,R$ 650,São José dos Campos,2021-10-30 14:34
2539313934,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS3000-id-2539313934/,"Apartamento com 3 Quartos para Aluguel, 76m²","Jardim Aquarius, São José dos Campos - SP",76,3 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Varanda
Área de serviço
Playground
...",R$ 3.000 /mês,R$ 355,São José dos Campos,2021-10-30 14:34
2538390474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-67m2-aluguel-RS2500-id-2538390474/,"Apartamento com 2 Quartos para Aluguel, 67m²","Jardim Aquarius, São José dos Campos - SP",67,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Jardim
Área de serviço
Playground
...",R$ 2.500 /mês,R$ 380,São José dos Campos,2021-10-30 14:34
2539489911,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS1900-id-2539489911/,"Apartamento com 3 Quartos para Aluguel, 78m²","Rua da Alegria, 98 - Floradas de São José, São José dos Campos - SP",78,3 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Condomínio fechado
Área de serviço
Playground
...",R$ 1.900 /mês,R$ 315,São José dos Campos,2021-10-30 14:34
2533984074,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2533984074/,"Apartamento com 2 Quartos para Aluguel, 75m²","Avenida Salmão, 150 - Jardim Aquarius, São José dos Campos - SP",75,2 Quartos,1 Banheiro,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",R$ 2.300 /mês,R$ 565,São José dos Campos,2021-10-30 14:34
2537280485,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS2000-id-2537280485/,"Apartamento com 3 Quartos para Aluguel, 85m²","Jardim Aquarius, São José dos Campos - SP",85,3 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Piscina
Armário na cozinha
Sauna
Área de serviço",R$ 2.000 /mês,R$ 467,São José dos Campos,2021-10-30 14:34
2538550780,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2700-id-2538550780/,"Apartamento com 2 Quartos para Aluguel, 74m²","Rua dos Piquiroes, 121 - Jardim Aquarius, São José dos Campos - SP",74,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Ar-condicionado
...",R$ 2.700 /mês,R$ 530,São José dos Campos,2021-10-30 14:34
2531099962,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1800-id-2531099962/,"Apartamento com Quarto para Aluguel, 40m²","Jardim Aquarius, São José dos Campos - SP",40,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Ar-condicionado
Armário na cozinha
Interfone
...",R$ 1.800 /mês,R$ 350,São José dos Campos,2021-10-30 14:34
2537124981,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-nova-america-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS2000-id-2537124981/,"Apartamento com 3 Quartos para Aluguel, 65m²","Jardim Nova América, São José dos Campos - SP",65,3 Quartos,2 Banheiros,2 Vagas,,R$ 2.000 /mês,R$ 490,São José dos Campos,2021-10-30 14:34
2539267237,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1700-id-2539267237/,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Milton Martins - Urbanova, São José dos Campos - SP",65,2 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Playground
Salão de festas
Varanda",R$ 1.700 /mês,R$ 490,São José dos Campos,2021-10-30 14:34
2539117282,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-120m2-aluguel-RS3700-id-2539117282/,"Apartamento com 4 Quartos para Aluguel, 120m²","Parque Residencial Aquarius, São José dos Campos - SP",120,4 Quartos,3 Banheiros,3 Vagas,"Piscina
Churrasqueira
Academia
Playground
Varanda gourmet
...",R$ 3.700 /mês,R$ 608,São José dos Campos,2021-10-30 14:34
2538386970,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-118m2-aluguel-RS4500-id-2538386970/,"Apartamento com 4 Quartos para Aluguel, 118m²","Jardim Esplanada, São José dos Campos - SP",118,4 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Área de serviço
Armário na cozinha
Interfone
...",R$ 4.500 /mês,R$ 650,São José dos Campos,2021-10-30 14:34
2534752675,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-zizinha-bairros-sao-jose-dos-campos-com-garagem-55m2-aluguel-RS750-id-2534752675/,"Apartamento com 2 Quartos para Aluguel, 55m²","Rua Kenkiti Shimomoto, 100 - Vila Zizinha, São José dos Campos - SP",55,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Playground
Salão de festas
Portaria 24h",R$ 750 /mês,R$ 500,São José dos Campos,2021-10-30 14:34
2533411494,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-90m2-venda-RS595000-id-2533411494/,Apartamento com 3 Quartos para Venda/Aluguel 90m²,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",90,3 Quartos,3 Banheiros,2 Vagas,,"R$ 2.500 /mês
R$ 595.000",R$ 690,São José dos Campos,2021-10-30 14:34
2538051930,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-48m2-aluguel-RS1250-id-2538051930/,"Apartamento com 2 Quartos para Aluguel, 48m²","Jardim das Indústrias, São José dos Campos - SP",48,2 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Área de serviço",R$ 1.250 /mês,R$ 230,São José dos Campos,2021-10-30 14:34
2536389098,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-296m2-aluguel-RS3300-id-2536389098/,"Apartamento com 4 Quartos para Aluguel, 296m²","Rua Marcondes Salgado - Vila Adyana, São José dos Campos - SP",296,4 Quartos,3 Banheiros,4 Vagas,"Mobiliado
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...",R$ 3.300 /mês,R$ 1.800,São José dos Campos,2021-10-30 14:34
2538629478,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-apolo-sudeste-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1600-id-2538629478/,"Apartamento com 2 Quartos para Aluguel, 62m²","Avenida Nove de Julho - Jardim Apolo, São José dos Campos - SP",62,2 Quartos,1 Banheiro,1 Vaga,"Elevador
Portaria 24h
Mobiliado",R$ 1.600 /mês,R$ 380,São José dos Campos,2021-10-30 14:34
2523157963,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-zizinha-bairros-sao-jose-dos-campos-com-garagem-54m2-venda-RS190000-id-2523157963/,Apartamento com 2 Quartos para Venda/Aluguel 54m²,"Rua Kenkiti Shimomoto - Vila Zizinha, São José dos Campos - SP",54,2 Quartos,1 Banheiro,1 Vaga,,"R$ 650 /mês
R$ 190.000",R$ 370,São José dos Campos,2021-10-30 14:34
2534647979,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2500-id-2534647979/,"Apartamento com 2 Quartos para Aluguel, 70m²","Avenida Doutor Eduardo Cury, 150 - Jardim das Colinas, São José dos Campos - SP",70,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Aceita animais
Salão de festas
Portaria 24h
...",R$ 2.500 /mês,R$ 285,São José dos Campos,2021-10-30 14:34
2538908309,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-ismenia-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1390-id-2538908309/,"Apartamento com 2 Quartos para Aluguel, 45m²","Rua Charles Diamond, 110 - Jardim Ismenia, São José dos Campos - SP",45,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.390 /mês,R$ 229,São José dos Campos,2021-10-30 14:34
2510851425,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-37m2-aluguel-RS1980-id-2510851425/,"Apartamento com Quarto para Aluguel, 37m²","Jardim Aquarius, São José dos Campos - SP",37,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Elevador
Varanda
...",R$ 1.980 /mês,R$ 270,São José dos Campos,2021-10-30 14:34
2538628103,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-uira-bairros-sao-jose-dos-campos-com-garagem-67m2-aluguel-RS1750-id-2538628103/,"Apartamento com 2 Quartos para Aluguel, 67m²","Rua das Tuíras - Jardim Uira, São José dos Campos - SP",67,2 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.750 /mês,R$ 250,São José dos Campos,2021-10-30 14:34
2538868232,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-125m2-aluguel-RS3500-id-2538868232/,"Apartamento com 3 Quartos para Aluguel, 125m²","Avenida São João - Jardim Esplanada, São José dos Campos - SP",125,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Academia
...",R$ 3.500 /mês,R$ 730,São José dos Campos,2021-10-30 14:34
2539294871,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2570-id-2539294871/,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Emílio Marelo, 100 - Jardim das Indústrias, São José dos Campos - SP",75,2 Quartos,1 Banheiro,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...",R$ 2.570 /mês,R$ 380,São José dos Campos,2021-10-30 14:34
2537164962,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-147m2-aluguel-RS6200-id-2537164962/,"Apartamento com 3 Quartos para Aluguel, 147m²","Vila Ema, São José dos Campos - SP",147,3 Quartos,4 Banheiros,2 Vagas,"Piscina
Mobiliado
Churrasqueira
Varanda
Quintal
...",R$ 6.200 /mês,R$ 835,São José dos Campos,2021-10-30 14:34
2539211844,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1370-id-2539211844/,"Apartamento com 3 Quartos para Aluguel, 56m²","Jardim Satélite, São José dos Campos - SP",56,3 Quartos,1 Banheiro,1 Vaga,"Cozinha
Área de serviço",R$ 1.370 /mês,R$ 292,São José dos Campos,2021-10-30 14:34
2532705713,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-71m2-aluguel-RS2800-id-2532705713/,"Apartamento com 2 Quartos para Aluguel, 71m²","Parque Residencial Aquarius, São José dos Campos - SP",71,2 Quartos,2 Banheiros,-- Vaga,"Piscina
Churrasqueira
Aceita animais
Playground
Varanda gourmet
...",R$ 2.800 /mês,R$ 540,São José dos Campos,2021-10-30 14:34
2536281278,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-oswaldo-cruz-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS1600-id-2536281278/,"Apartamento com Quarto para Aluguel, 38m²","Rua República do Iraque, 80 - Jardim Oswaldo Cruz, São José dos Campos - SP",38,1 Quarto,1 Banheiro,1 Vaga,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...",R$ 1.600 /mês,R$ 250,São José dos Campos,2021-10-30 14:34
2519907207,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-50m2-venda-RS640000-id-2519907207/,Apartamento com 2 Quartos para Venda/Aluguel 50m²,"Jardim Aquarius, São José dos Campos - SP",50,2 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Piscina
Interfone
Armário na cozinha
Área de serviço","R$ 2.700 /mês
R$ 640.000",R$ 573,São José dos Campos,2021-10-30 14:34
2539383733,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-flamboyant-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1500-id-2539383733/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Sandro Bezerra da Silva - Parque Residencial Flamboyant, São José dos Campos - SP",60,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 1.500 /mês,R$ 390,São José dos Campos,2021-10-30 14:34
2525184630,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-sao-jose-dos-campos-com-garagem-30m2-aluguel-RS1200-id-2525184630/,"Apartamento com Quarto para Aluguel, 30m²","Centro, São José dos Campos - SP",30,1 Quarto,1 Banheiro,1 Vaga,"Cozinha
Elevador
Interfone
Mobiliado
Área de serviço",R$ 1.200 /mês,R$ 375,São José dos Campos,2021-10-30 14:34
2537477817,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-ema-bairros-sao-jose-dos-campos-com-garagem-68m2-aluguel-RS1500-id-2537477817/,"Apartamento com 2 Quartos para Aluguel, 68m²","Avenida Jorge Zarur - Vila Ema, São José dos Campos - SP",68,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Varanda
Área de serviço
...",R$ 1.500 /mês,R$ 550,São José dos Campos,2021-10-30 14:34
2538035635,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2538035635/,"Apartamento com 2 Quartos para Aluguel, 75m²","Jardim das Indústrias, São José dos Campos - SP",75,2 Quartos,1 Banheiro,2 Vagas,"Elevador
Condomínio fechado
Espaço gourmet
Ar-condicionado
Área de serviço
...",R$ 2.300 /mês,R$ 400,São José dos Campos,2021-10-30 14:34
2537062873,https://www.vivareal.com.br/imovel/apartamento-2-quartos-palmeiras-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-48m2-venda-RS215000-id-2537062873/,Apartamento com 2 Quartos para Venda/Aluguel 48m²,"Rua Raimundo Barbosa Nogueira - Palmeiras de São José, São José dos Campos - SP",48,2 Quartos,1 Banheiro,1 Vaga,"Churrasqueira
Elevador
Playground
Salão de festas
Próximo a shopping
...","R$ 1.350 /mês
R$ 215.000",,São José dos Campos,2021-10-30 14:34
2532318011,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2100-id-2532318011/,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Benedito Alvarenga Carvalho - Parque Residencial Aquarius, São José dos Campos - SP",80,3 Quartos,2 Banheiros,2 Vagas,"Churrasqueira
Elevador
Condomínio fechado
Academia
Salão de festas
...",R$ 2.100 /mês,R$ 735,São José dos Campos,2021-10-30 14:34
2533118837,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-116m2-aluguel-RS4500-id-2533118837/,"Apartamento com 2 Quartos para Aluguel, 116m²","Rua Benedito Osvaldo Lecques - Jardim Aquarius, São José dos Campos - SP",116,2 Quartos,2 Banheiros,2 Vagas,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 4.500 /mês,R$ 600,São José dos Campos,2021-10-30 14:34
2525457479,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1350-id-2525457479/,"Apartamento com Quarto para Aluguel, 45m²","Avenida Doutor Adhemar de Barros - Jardim São Dimas, São José dos Campos - SP",45,1 Quarto,1 Banheiro,1 Vaga,Elevador,R$ 1.350 /mês,,São José dos Campos,2021-10-30 14:34
2534645092,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-sao-dimas-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2000-id-2534645092/,"Apartamento com 3 Quartos para Aluguel, 80m²","Rua Inconfidência, 44 - Jardim São Dimas, São José dos Campos - SP",80,3 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Playground
Salão de festas
Quadra poliesportiva
...",R$ 2.000 /mês,R$ 546,São José dos Campos,2021-10-30 14:34
2536402652,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-satelite-bairros-sao-jose-dos-campos-com-garagem-89m2-aluguel-RS2950-id-2536402652/,"Apartamento com 3 Quartos para Aluguel, 89m²","Avenida Andrômeda, 2023 - Jardim Satélite, São José dos Campos - SP",89,3 Quartos,2 Banheiros,1 Vaga,,R$ 2.950 /mês,,São José dos Campos,2021-10-30 14:34
2536859876,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-68m2-aluguel-RS2300-id-2536859876/,"Apartamento com 2 Quartos para Aluguel, 68m²","Rua das Piabas, 10 - Parque Residencial Aquarius, São José dos Campos - SP",68,2 Quartos,2 Banheiros,1 Vaga,"Varanda
Jardim",R$ 2.300 /mês,R$ 500,São José dos Campos,2021-10-30 14:34
2535782222,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-64m2-aluguel-RS2300-id-2535782222/,"Apartamento com 2 Quartos para Aluguel, 64m²","Rua das Piabas, 120 - Jardim Aquarius, São José dos Campos - SP",64,2 Quartos,1 Banheiro,1 Vaga,"Piscina
Churrasqueira
Elevador
Área de serviço
Cozinha
...",R$ 2.300 /mês,R$ 500,São José dos Campos,2021-10-30 14:34
2534831260,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-esplanada-ii-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1600-id-2534831260/,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Professor Roberval Froes - Jardim Esplanada II, São José dos Campos - SP",60,2 Quartos,1 Banheiro,1 Vaga,Elevador,R$ 1.600 /mês,R$ 314,São José dos Campos,2021-10-30 14:34
2537163434,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS2700-id-2537163434/,"Apartamento com 2 Quartos para Aluguel, 77m²","Jardim Aquarius, São José dos Campos - SP",77,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Área de serviço
...",R$ 2.700 /mês,R$ 380,São José dos Campos,2021-10-30 14:34
2537143911,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-flamboyant-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS950-id-2537143911/,"Apartamento com 2 Quartos para Aluguel, 56m²","Avenida Domingos Maldonado Campoy, 200 - Parque Residencial Flamboyant, São José dos Campos - SP",56,2 Quartos,2 Banheiros,1 Vaga,"Condomínio fechado
Academia
Jardim
Playground
Salão de festas
...",R$ 950 /mês,R$ 270,São José dos Campos,2021-10-30 14:34
2536421779,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2200-id-2536421779/,"Apartamento com 2 Quartos para Aluguel, 80m²","Parque Residencial Aquarius, São José dos Campos - SP",80,2 Quartos,2 Banheiros,1 Vaga,"Piscina
Churrasqueira
Elevador
Academia
Varanda gourmet
...",R$ 2.200 /mês,R$ 630,São José dos Campos,2021-10-30 14:34
2534794185,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1450-id-2534794185/,"Apartamento com 2 Quartos para Aluguel, 56m²","Urbanova, São José dos Campos - SP",56,2 Quartos,2 Banheiros,2 Vagas,"Elevador
Condomínio fechado
Varanda
Espaço gourmet
Área de serviço
...",R$ 1.450 /mês,R$ 350,São José dos Campos,2021-10-30 14:34
2539439308,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bosque-dos-eucaliptos-bairros-sao-jose-dos-campos-com-garagem-66m2-aluguel-RS1300-id-2539439308/,"Apartamento com 2 Quartos para Aluguel, 66m²","Bosque dos Eucaliptos, São José dos Campos - SP",66,2 Quartos,2 Banheiros,1 Vaga,"Varanda
Garagem
Área de serviço
Playground
Salão de festas
...",R$ 1.300 /mês,R$ 332,São José dos Campos,2021-10-30 14:34
2534066578,https://www.vivareal.com.br/imovel/apartamento-3-quartos-floradas-de-sao-jose-bairros-sao-jose-dos-campos-com-garagem-91m2-aluguel-RS2550-id-2534066578/,"Apartamento com 3 Quartos para Aluguel, 91m²","Rua João Fonseca dos Santos - Floradas de São José, São José dos Campos - SP",91,3 Quartos,2 Banheiros,1 Vaga,"Mobiliado
Elevador
Condomínio fechado
Aceita animais
Área de serviço
...",R$ 2.550 /mês,R$ 450,São José dos Campos,2021-10-30 14:34
2538130188,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-esplanada-bairros-sao-jose-dos-campos-com-garagem-106m2-aluguel-RS2500-id-2538130188/,"Apartamento com 3 Quartos para Aluguel, 106m²","Avenida São João, 241 - Jardim Esplanada, São José dos Campos - SP",106,3 Quartos,3 Banheiros,1 Vaga,"Piscina
Elevador
Condomínio fechado
Ar-condicionado
Playground
...",R$ 2.500 /mês,R$ 650,São José dos Campos,2021-10-30 14:34
2538637703,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS3000-id-2538637703/,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Emílio Marelo - Jardim das Indústrias, São José dos Campos - SP",100,3 Quartos,3 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 3.000 /mês,R$ 482,São José dos Campos,2021-10-30 14:34
2532742110,https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-adyana-bairros-sao-jose-dos-campos-com-garagem-189m2-aluguel-RS9000-id-2532742110/,"Apartamento com 4 Quartos para Aluguel, 189m²","Rua Afonso César de Siqueira, 106 - Vila Adyana, São José dos Campos - SP",189,4 Quartos,5 Banheiros,3 Vagas,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Ar-condicionado
...",R$ 9.000 /mês,R$ 1.100,São José dos Campos,2021-10-30 14:34
2538894899,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2000-id-2538894899/,"Apartamento com Quarto para Aluguel, 75m²","Parque Residencial Aquarius, São José dos Campos - SP",75,1 Quarto,2 Banheiros,1 Vaga,,R$ 2.000 /mês,R$ 600,São José dos Campos,2021-10-30 14:34
2522289478,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS2300-id-2522289478/,"Apartamento com 2 Quartos para Aluguel, 62m²","Urbanova, São José dos Campos - SP",62,2 Quartos,2 Banheiros,1 Vaga,"Churrasqueira
Piscina
Armário na cozinha
Varanda
Área de serviço",R$ 2.300 /mês,R$ 390,São José dos Campos,2021-10-30 14:34
2538625445,https://www.vivareal.com.br/imovel/apartamento-2-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS3000-id-2538625445/,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Jesus Garcia - Condomínio Royal Park, São José dos Campos - SP",80,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...",R$ 3.000 /mês,R$ 325,São José dos Campos,2021-10-30 14:34
2538630687,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS3300-id-2538630687/,"Apartamento com 2 Quartos para Aluguel, 100m²","Rua Emílio Marelo - Jardim das Indústrias, São José dos Campos - SP",100,2 Quartos,2 Banheiros,2 Vagas,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...",R$ 3.300 /mês,R$ 482,São José dos Campos,2021-10-30 14:34
